YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2015,2015,DC,District of Columbia,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,75.5,75.5,,,58.5,87,Overall,Overall,,,,,"(38.907192, -77.036871)",,11,DIA,DIA6_0,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,16.3,16.3,,,13.1,20.2,Race/Ethnicity,Hispanic,,,,,"(18.220833, -66.590149)",,72,DIA,DIA13_1,CRDPREV,RACE,HIS,,,,
2015,2015,TX,Texas,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,31.1,31.1,,,23.2,40.3,Race/Ethnicity,"White, non-Hispanic",,,,,"(31.827240407, -99.426770206)",,48,DIA,DIA11_3,AGEADJPREV,RACE,WHT,,,,
2015,2015,AL,Alabama,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,68.8,68.8,,,64.3,73,Race/Ethnicity,"White, non-Hispanic",,,,,"(32.840571122, -86.631860762)",,1,DIA,DIA11_1,CRDPREV,RACE,WHT,,,,
2015,2015,OH,Ohio,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(40.060210141, -82.404260056)",,39,DIA,DIA11_2,AGEADJPREV,RACE,HIS,,,,
2015,2015,FL,Florida,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(28.932040377, -81.928960539)",,12,DIA,DIA12_1,CRDPREV,RACE,OTH,,,,
2015,2015,RI,Rhode Island,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,67,67,,,60,73.3,Race/Ethnicity,"White, non-Hispanic",,,,,"(41.708280193, -71.522470314)",,44,DIA,DIA12_2,CRDPREV,RACE,WHT,,,,
2015,2015,MO,Missouri,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,49.3,49.3,,,42.3,56.4,Overall,Overall,,,,,"(38.635790776, -92.566300053)",,29,DIA,DIA11_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,OR,Oregon,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,-,No data available,,,Gender,Male,,,,,"(44.567449424, -120.155031326)",,41,DIA,DIA6_0,AGEADJPREV,GENDER,GENM,,,,
2015,2015,VI,Virgin Islands,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,-,No data available,,,Gender,Female,,,,,"(18.335765, -64.896335)",,78,DIA,DIA5_0,AGEADJPREV,GENDER,GENF,,,,
2015,2015,LA,Louisiana,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,64.5,64.5,,,57,71.3,Gender,Male,,,,,"(31.312660644, -92.445680071)",,22,DIA,DIA7_0,CRDPREV,GENDER,GENM,,,,
2015,2015,NM,New Mexico,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,27.5,27.5,,,17.3,40.9,Race/Ethnicity,"White, non-Hispanic",,,,,"(34.520880952, -106.240580985)",,35,DIA,DIA11_3,AGEADJPREV,RACE,WHT,,,,
2015,2015,PA,Pennsylvania,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,69.8,69.8,,,54.7,81.6,Gender,Male,,,,,"(40.793730152, -77.860700294)",,42,DIA,DIA6_0,AGEADJPREV,GENDER,GENM,,,,
2015,2015,ID,Idaho,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,46.6,46.6,,,37.9,55.5,Race/Ethnicity,"White, non-Hispanic",,,,,"(43.682630005, -114.363730042)",,16,DIA,DIA12_1,CRDPREV,RACE,WHT,,,,
2015,2015,UT,Utah,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,65.2,65.2,,,61,69.3,Race/Ethnicity,"White, non-Hispanic",,,,,"(39.360700171, -111.587130635)",,49,DIA,DIA11_1,CRDPREV,RACE,WHT,,,,
2015,2015,SC,South Carolina,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(33.998821303, -81.045371207)",,45,DIA,DIA11_2,CRDPREV,RACE,OTH,,,,
2015,2015,MS,Mississippi,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(32.745510099, -89.538030825)",,28,DIA,DIA12_1,AGEADJPREV,RACE,HIS,,,,
2015,2015,SD,South Dakota,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,79.3,79.3,,,65.6,88.4,Race/Ethnicity,"Other, non-Hispanic",,,,,"(44.353130053, -100.373530637)",,46,DIA,DIA12_1,CRDPREV,RACE,OTH,,,,
2015,2015,TX,Texas,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,10.6,10.6,,,9.5,11.8,Gender,Female,,,,,"(31.827240407, -99.426770206)",,48,DIA,DIA2_1,CRDPREV,GENDER,GENF,,,,
2015,2015,UT,Utah,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.6,7.6,,,7.1,8.2,Overall,Overall,,,,,"(39.360700171, -111.587130635)",,49,DIA,DIA2_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,GA,Georgia,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,80.3,80.3,,,76.1,83.9,Overall,Overall,,,,,"(32.839681093, -83.627580346)",,13,DIA,DIA11_2,CRDPREV,OVERALL,OVR,,,,
2015,2015,OH,Ohio,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,63.5,63.5,,,59.8,67,Overall,Overall,,,,,"(40.060210141, -82.404260056)",,39,DIA,DIA11_1,CRDPREV,OVERALL,OVR,,,,
2015,2015,OH,Ohio,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,"(40.060210141, -82.404260056)",,39,DIA,DIA7_0,AGEADJPREV,RACE,HIS,,,,
2015,2015,VT,Vermont,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,46.6,46.6,,,31.9,61.9,Gender,Male,,,,,"(43.625381239, -72.517640791)",,50,DIA,DIA12_1,AGEADJPREV,GENDER,GENM,,,,
2015,2015,UT,Utah,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(39.360700171, -111.587130635)",,49,DIA,DIA6_0,AGEADJPREV,RACE,HIS,,,,
2015,2015,NE,Nebraska,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,76.2,76.2,,,53.8,89.8,Race/Ethnicity,"Other, non-Hispanic",,,,,"(41.641040988001, -99.365720623)",,31,DIA,DIA11_2,CRDPREV,RACE,OTH,,,,
2015,2015,CO,Colorado,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,64.5,64.5,,,53.5,74.2,Race/Ethnicity,"White, non-Hispanic",,,,,"(38.843840757, -106.133610921)",,8,DIA,DIA12_1,AGEADJPREV,RACE,WHT,,,,
2015,2015,KS,Kansas,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,14.8,14.8,,,11.5,19,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(38.3477403, -98.200781227)",,20,DIA,DIA2_1,CRDPREV,RACE,MRC,,,,
2015,2015,OR,Oregon,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,70.3,70.3,,,65.3,74.9,Race/Ethnicity,"White, non-Hispanic",,,,,"(44.567449424, -120.155031326)",,41,DIA,DIA11_2,CRDPREV,RACE,WHT,,,,
2015,2015,SC,South Carolina,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,,%,Age-adjusted Prevalence,54.8,54.8,,,47.5,61.9,Gender,Female,,,,,"(33.998821303, -81.045371207)",,45,DIA,DIA10_0,AGEADJPREV,GENDER,GENF,,,,
2015,2015,AL,Alabama,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(32.840571122, -86.631860762)",,1,DIA,DIA11_2,AGEADJPREV,RACE,OTH,,,,
2015,2015,VA,Virginia,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(37.542680674, -78.457890463)",,51,DIA,DIA13_1,AGEADJPREV,RACE,HIS,,,,
2015,2015,ND,North Dakota,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(47.475319779, -100.118421049)",,38,DIA,DIA11_3,CRDPREV,RACE,MRC,,,,
2015,2015,TX,Texas,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,42.8,42.8,,,35.5,50.4,Overall,Overall,,,,,"(31.827240407, -99.426770206)",,48,DIA,DIA12_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,VI,Virgin Islands,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,"(18.335765, -64.896335)",,78,DIA,DIA2_1,AGEADJPREV,RACE,HIS,,,,
2015,2015,AZ,Arizona,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,29.3,29.3,,,19.2,41.9,Gender,Male,,,,,"(34.86597028, -111.763811277)",,4,DIA,DIA11_3,AGEADJPREV,GENDER,GENM,,,,
2015,2015,PA,Pennsylvania,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.2,8.2,,,7.4,9.1,Race/Ethnicity,"White, non-Hispanic",,,,,"(40.793730152, -77.860700294)",,42,DIA,DIA2_1,AGEADJPREV,RACE,WHT,,,,
2015,2015,NY,New York,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,75.5,75.5,,,63.1,84.8,Race/Ethnicity,"Black, non-Hispanic",,,,,"(42.827001032, -75.543970427)",,36,DIA,DIA13_2,AGEADJPREV,RACE,BLK,,,,
2015,2015,OK,Oklahoma,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,75,75,,,68.5,80.6,Gender,Female,,,,,"(35.472031356, -97.521070214)",,40,DIA,DIA12_2,CRDPREV,GENDER,GENF,,,,
2015,2015,AZ,Arizona,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,67.1,67.1,,,62.8,71.2,Overall,Overall,,,,,"(34.86597028, -111.763811277)",,4,DIA,DIA11_2,CRDPREV,OVERALL,OVR,,,,
2015,2015,GU,Guam,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,52.3,52.3,,,40.4,64,Gender,Female,,,,,"(13.444304, 144.793731)",,66,DIA,DIA11_2,AGEADJPREV,GENDER,GENF,,,,
2015,2015,NM,New Mexico,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,55.3,55.3,,,48.5,61.9,Gender,Female,,,,,"(34.520880952, -106.240580985)",,35,DIA,DIA11_1,CRDPREV,GENDER,GENF,,,,
2015,2015,TN,Tennessee,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,17.3,17.3,,,13.4,21.9,Race/Ethnicity,"Black, non-Hispanic",,,,,"(35.68094058, -85.774490914)",,47,DIA,DIA2_1,CRDPREV,RACE,BLK,,,,
2015,2015,IA,Iowa,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,71,71,,,64.5,76.9,Gender,Male,,,,,"(42.469400913, -93.816490556)",,19,DIA,DIA7_0,CRDPREV,GENDER,GENM,,,,
2015,2015,MI,Michigan,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,47.8,47.8,,,38.6,57.2,Gender,Female,,,,,"(44.661319543001, -84.71439027)",,26,DIA,DIA13_1,AGEADJPREV,GENDER,GENF,,,,
2015,2015,LA,Louisiana,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(31.312660644, -92.445680071)",,22,DIA,DIA6_0,AGEADJPREV,RACE,MRC,,,,
2015,2015,AR,Arkansas,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,31.9,31.9,,,24.4,40.5,Overall,Overall,,,,,"(34.748650124, -92.274490743)",,5,DIA,DIA11_3,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,NJ,New Jersey,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,50.6,50.6,,,38.7,62.5,Race/Ethnicity,"Black, non-Hispanic",,,,,"(40.130570048, -74.273691288)",,34,DIA,DIA13_1,AGEADJPREV,RACE,BLK,,,,
2015,2015,ND,North Dakota,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,55.4,55.4,,,43,67.2,Gender,Female,,,,,"(47.475319779, -100.118421049)",,38,DIA,DIA13_1,CRDPREV,GENDER,GENF,,,,
2015,2015,NH,New Hampshire,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(43.655950113, -71.50036092)",,33,DIA,DIA13_1,AGEADJPREV,RACE,HIS,,,,
2015,2015,ND,North Dakota,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,70.1,70.1,,,63.5,75.9,Overall,Overall,,,,,"(47.475319779, -100.118421049)",,38,DIA,DIA12_2,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,IL,Illinois,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.8,13.8,,,11.2,16.9,Race/Ethnicity,"Black, non-Hispanic",,,,,"(40.485010283, -88.997710178)",,17,DIA,DIA2_1,AGEADJPREV,RACE,BLK,,,,
2015,2015,IL,Illinois,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(40.485010283, -88.997710178)",,17,DIA,DIA5_0,CRDPREV,RACE,OTH,,,,
2015,2015,WV,West Virginia,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(38.665510202, -80.712640135)",,54,DIA,DIA13_1,AGEADJPREV,RACE,BLK,,,,
2015,2015,VI,Virgin Islands,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(18.335765, -64.896335)",,78,DIA,DIA11_3,AGEADJPREV,RACE,MRC,,,,
2015,2015,VA,Virginia,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,70.2,70.2,,,61.6,77.7,Gender,Female,,,,,"(37.542680674, -78.457890463)",,51,DIA,DIA12_2,AGEADJPREV,GENDER,GENF,,,,
2015,2015,ID,Idaho,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,62.9,62.9,,,45.3,77.7,Gender,Male,,,,,"(43.682630005, -114.363730042)",,16,DIA,DIA11_1,AGEADJPREV,GENDER,GENM,,,,
2015,2015,TN,Tennessee,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(35.68094058, -85.774490914)",,47,DIA,DIA7_0,CRDPREV,RACE,HIS,,,,
2015,2015,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(18.220833, -66.590149)",,72,DIA,DIA2_1,AGEADJPREV,RACE,OTH,,,,
2015,2015,AK,Alaska,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,-,No data available,,,Gender,Male,,,,,"(64.845079957001, -147.722059036)",,2,DIA,DIA7_0,CRDPREV,GENDER,GENM,,,,
2015,2015,OR,Oregon,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,86.2,86.2,,,79.6,90.9,Race/Ethnicity,"White, non-Hispanic",,,,,"(44.567449424, -120.155031326)",,41,DIA,DIA13_2,CRDPREV,RACE,WHT,,,,
2015,2015,GA,Georgia,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,39.1,39.1,,,28.8,50.4,Race/Ethnicity,"Black, non-Hispanic",,,,,"(32.839681093, -83.627580346)",,13,DIA,DIA12_1,CRDPREV,RACE,BLK,,,,
2015,2015,MN,Minnesota,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(46.355648736, -94.794200503)",,27,DIA,DIA12_1,CRDPREV,RACE,HIS,,,,
2015,2015,AK,Alaska,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(64.845079957001, -147.722059036)",,2,DIA,DIA2_1,CRDPREV,RACE,HIS,,,,
2015,2015,PA,Pennsylvania,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(40.793730152, -77.860700294)",,42,DIA,DIA12_1,CRDPREV,RACE,BLK,,,,
2015,2015,NM,New Mexico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(34.520880952, -106.240580985)",,35,DIA,DIA13_2,AGEADJPREV,RACE,MRC,,,,
2015,2015,VA,Virginia,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(37.542680674, -78.457890463)",,51,DIA,DIA11_1,CRDPREV,RACE,MRC,,,,
2015,2015,WV,West Virginia,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,"(38.665510202, -80.712640135)",,54,DIA,DIA12_2,AGEADJPREV,RACE,HIS,,,,
2015,2015,VT,Vermont,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,,%,Crude Prevalence,48.5,48.5,,,43.6,53.5,Overall,Overall,,,,,"(43.625381239, -72.517640791)",,50,DIA,DIA10_0,CRDPREV,OVERALL,OVR,,,,
2015,2015,VI,Virgin Islands,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(18.335765, -64.896335)",,78,DIA,DIA12_2,AGEADJPREV,RACE,MRC,,,,
2015,2015,US,United States,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,71.9,71.9,*,50 States + DC: US Median,70.7,74,Gender,Male,,,,,,,59,DIA,DIA11_2,CRDPREV,GENDER,GENM,,,,
2015,2015,KS,Kansas,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,66.9,66.9,,,52,79,Race/Ethnicity,"Black, non-Hispanic",,,,,"(38.3477403, -98.200781227)",,20,DIA,DIA6_0,CRDPREV,RACE,BLK,,,,
2015,2015,CO,Colorado,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(38.843840757, -106.133610921)",,8,DIA,DIA7_0,AGEADJPREV,RACE,MRC,,,,
2015,2015,MN,Minnesota,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,46.7,46.7,,,29.8,64.5,Race/Ethnicity,"Other, non-Hispanic",,,,,"(46.355648736, -94.794200503)",,27,DIA,DIA11_3,AGEADJPREV,RACE,OTH,,,,
2015,2015,US,United States,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,27.3,27.3,*,50 States + DC: US Median,25.1,28.7,Overall,Overall,,,,,,,59,DIA,DIA11_3,CRDPREV,OVERALL,OVR,,,,
2015,2015,AK,Alaska,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(64.845079957001, -147.722059036)",,2,DIA,DIA11_1,AGEADJPREV,RACE,BLK,,,,
2015,2015,NM,New Mexico,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(34.520880952, -106.240580985)",,35,DIA,DIA11_1,AGEADJPREV,RACE,MRC,,,,
2015,2015,NY,New York,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,56.8,56.8,,,49.9,63.4,Gender,Female,,,,,"(42.827001032, -75.543970427)",,36,DIA,DIA12_1,CRDPREV,GENDER,GENF,,,,
2015,2015,GA,Georgia,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.5,8.5,,,7.6,9.4,Race/Ethnicity,"White, non-Hispanic",,,,,"(32.839681093, -83.627580346)",,13,DIA,DIA2_1,AGEADJPREV,RACE,WHT,,,,
2015,2015,WI,Wisconsin,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,42.4,42.4,,,30.7,55,Gender,Male,,,,,"(44.393191174, -89.816370742)",,55,DIA,DIA11_1,AGEADJPREV,GENDER,GENM,,,,
2015,2015,AL,Alabama,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,54.4,54.4,,,47.2,61.4,Race/Ethnicity,"White, non-Hispanic",,,,,"(32.840571122, -86.631860762)",,1,DIA,DIA12_1,CRDPREV,RACE,WHT,,,,
