Year,Cause of Death,State,State FIPS Code,HHS Region,Age Range,Benchmark,Locality,Observed Deaths,Population,Expected Deaths,Potentially Excess Deaths,Percent Potentially Excess Deaths
2015,Cancer,Oklahoma,OK,6,0-69,2010 Fixed,All,"3,772","3,525,652","2,500","1,272",33.7
2015,Cancer,Oklahoma,OK,6,0-69,2010 Fixed,Metropolitan,"2,265","2,331,807","1,607",658,29.1
2015,Cancer,Oklahoma,OK,6,0-69,2010 Fixed,Nonmetropolitan,"1,507","1,193,845",893,615,40.8
2015,Cancer,Oklahoma,OK,6,0-69,Floating,All,"3,772","3,525,652","2,433","1,339",35.5
2015,Cancer,Oklahoma,OK,6,0-69,Floating,Metropolitan,"2,265","2,331,807","1,562",703,31
2015,Cancer,Oklahoma,OK,6,0-69,Floating,Nonmetropolitan,"1,507","1,193,845",871,636,42.2
2015,Cancer,Oklahoma,OK,6,0-74,2005 Fixed,All,"5,006","3,667,265","3,783","1,223",24.4
2015,Cancer,Oklahoma,OK,6,0-74,2005 Fixed,Metropolitan,"2,975","2,416,500","2,389",586,19.7
2015,Cancer,Oklahoma,OK,6,0-74,2005 Fixed,Nonmetropolitan,"2,031","1,250,765","1,395",641,31.6
2015,Cancer,Oklahoma,OK,6,0-74,2010 Fixed,All,"5,006","3,667,265","3,447","1,559",31.1
2015,Cancer,Oklahoma,OK,6,0-74,2010 Fixed,Metropolitan,"2,975","2,416,500","2,178",797,26.8
2015,Cancer,Oklahoma,OK,6,0-74,2010 Fixed,Nonmetropolitan,"2,031","1,250,765","1,269",766,37.7
2015,Cancer,Oklahoma,OK,6,0-74,Floating,All,"5,006","3,667,265","3,169","1,837",36.7
2015,Cancer,Oklahoma,OK,6,0-74,Floating,Metropolitan,"2,975","2,416,500","2,002",973,32.7
2015,Cancer,Oklahoma,OK,6,0-74,Floating,Nonmetropolitan,"2,031","1,250,765","1,166",868,42.7
2015,Cancer,Oklahoma,OK,6,0-79,2005 Fixed,All,"6,142","3,769,723","4,842","1,300",21.2
2015,Cancer,Oklahoma,OK,6,0-79,2005 Fixed,Metropolitan,"3,603","2,476,634","3,009",594,16.5
2015,Cancer,Oklahoma,OK,6,0-79,2005 Fixed,Nonmetropolitan,"2,539","1,293,089","1,833",707,27.8
2015,Cancer,Oklahoma,OK,6,0-79,2010 Fixed,All,"6,142","3,769,723","4,369","1,773",28.9
2015,Cancer,Oklahoma,OK,6,0-79,2010 Fixed,Metropolitan,"3,603","2,476,634","2,716",887,24.6
2015,Cancer,Oklahoma,OK,6,0-79,2010 Fixed,Nonmetropolitan,"2,539","1,293,089","1,653",887,34.9
2015,Cancer,Oklahoma,OK,6,0-79,Floating,All,"6,142","3,769,723","4,130","2,012",32.8
2015,Cancer,Oklahoma,OK,6,0-79,Floating,Metropolitan,"3,603","2,476,634","2,569","1,034",28.7
2015,Cancer,Oklahoma,OK,6,0-79,Floating,Nonmetropolitan,"2,539","1,293,089","1,561",978,38.5
2015,Cancer,Oklahoma,OK,6,0-84,2005 Fixed,All,"7,093","3,841,889","5,625","1,468",20.7
2015,Cancer,Oklahoma,OK,6,0-84,2005 Fixed,Metropolitan,"4,173","2,519,058","3,470",703,16.8
2015,Cancer,Oklahoma,OK,6,0-84,2005 Fixed,Nonmetropolitan,"2,920","1,322,831","2,154",770,26.4
2015,Cancer,Oklahoma,OK,6,0-84,2010 Fixed,All,"7,093","3,841,889","5,238","1,855",26.2
2015,Cancer,Oklahoma,OK,6,0-84,2010 Fixed,Metropolitan,"4,173","2,519,058","3,230",943,22.6
2015,Cancer,Oklahoma,OK,6,0-84,2010 Fixed,Nonmetropolitan,"2,920","1,322,831","2,008",916,31.4
2015,Cancer,Oklahoma,OK,6,0-84,Floating,All,"7,093","3,841,889","4,883","2,210",31.2
2015,Cancer,Oklahoma,OK,6,0-84,Floating,Metropolitan,"4,173","2,519,058","3,009","1,164",27.9
2015,Cancer,Oklahoma,OK,6,0-84,Floating,Nonmetropolitan,"2,920","1,322,831","1,874","1,049",35.9
2015,Cancer,Oregon,OR,10,0-49,2005 Fixed,All,354,"2,560,480",353,8,2.3
2015,Cancer,Oregon,OR,10,0-49,2005 Fixed,Metropolitan,296,"2,189,887",304,3,1
2015,Cancer,Oregon,OR,10,0-49,2005 Fixed,Nonmetropolitan,58,"370,593",50,12,20.7
2015,Cancer,Oregon,OR,10,0-49,2010 Fixed,All,354,"2,560,480",329,25,7.1
2015,Cancer,Oregon,OR,10,0-49,2010 Fixed,Metropolitan,296,"2,189,887",283,17,5.7
2015,Cancer,Oregon,OR,10,0-49,2010 Fixed,Nonmetropolitan,58,"370,593",46,13,22.4
2015,Cancer,Oregon,OR,10,0-49,Floating,All,354,"2,560,480",286,68,19.2
2015,Cancer,Oregon,OR,10,0-49,Floating,Metropolitan,296,"2,189,887",246,51,17.2
2015,Cancer,Oregon,OR,10,0-49,Floating,Nonmetropolitan,58,"370,593",40,18,31
2015,Cancer,Oregon,OR,10,0-54,2005 Fixed,All,663,"2,822,973",625,58,8.7
2015,Cancer,Oregon,OR,10,0-54,2005 Fixed,Metropolitan,540,"2,408,968",531,37,6.9
2015,Cancer,Oregon,OR,10,0-54,2005 Fixed,Nonmetropolitan,123,"414,005",94,29,23.6
2015,Cancer,Oregon,OR,10,0-54,2010 Fixed,All,663,"2,822,973",608,56,8.4
2015,Cancer,Oregon,OR,10,0-54,2010 Fixed,Metropolitan,540,"2,408,968",516,32,5.9
2015,Cancer,Oregon,OR,10,0-54,2010 Fixed,Nonmetropolitan,123,"414,005",91,32,26
2015,Cancer,Oregon,OR,10,0-54,Floating,All,663,"2,822,973",542,121,18.3
2015,Cancer,Oregon,OR,10,0-54,Floating,Metropolitan,540,"2,408,968",460,84,15.6
2015,Cancer,Oregon,OR,10,0-54,Floating,Nonmetropolitan,123,"414,005",81,42,34.1
2015,Cancer,Oregon,OR,10,0-59,2005 Fixed,All,"1,270","3,097,264","1,140",137,10.8
2015,Cancer,Oregon,OR,10,0-59,2005 Fixed,Metropolitan,"1,034","2,633,667",954,90,8.7
2015,Cancer,Oregon,OR,10,0-59,2005 Fixed,Nonmetropolitan,236,"463,597",186,53,22.5
2015,Cancer,Oregon,OR,10,0-59,2010 Fixed,All,"1,270","3,097,264","1,085",186,14.6
2015,Cancer,Oregon,OR,10,0-59,2010 Fixed,Metropolitan,"1,034","2,633,667",907,131,12.7
2015,Cancer,Oregon,OR,10,0-59,2010 Fixed,Nonmetropolitan,236,"463,597",177,60,25.4
2015,Cancer,Oregon,OR,10,0-59,Floating,All,"1,270","3,097,264",997,273,21.5
2015,Cancer,Oregon,OR,10,0-59,Floating,Metropolitan,"1,034","2,633,667",834,201,19.4
2015,Cancer,Oregon,OR,10,0-59,Floating,Nonmetropolitan,236,"463,597",163,73,30.9
2015,Cancer,Oregon,OR,10,0-64,2005 Fixed,All,"2,168","3,368,101","2,011",177,8.2
2015,Cancer,Oregon,OR,10,0-64,2005 Fixed,Metropolitan,"1,713","2,852,157","1,658",83,4.8
2015,Cancer,Oregon,OR,10,0-64,2005 Fixed,Nonmetropolitan,455,"515,944",353,102,22.4
2015,Cancer,Oregon,OR,10,0-64,2010 Fixed,All,"2,168","3,368,101","1,869",300,13.8
2015,Cancer,Oregon,OR,10,0-64,2010 Fixed,Metropolitan,"1,713","2,852,157","1,542",180,10.5
2015,Cancer,Oregon,OR,10,0-64,2010 Fixed,Nonmetropolitan,455,"515,944",327,128,28.1
2015,Cancer,Oregon,OR,10,0-64,Floating,All,"2,168","3,368,101","1,738",430,19.8
2015,Cancer,Oregon,OR,10,0-64,Floating,Metropolitan,"1,713","2,852,157","1,433",285,16.6
2015,Cancer,Oregon,OR,10,0-64,Floating,Nonmetropolitan,455,"515,944",305,150,33
2015,Cancer,Oregon,OR,10,0-69,2005 Fixed,All,"3,351","3,601,587","3,201",157,4.7
2015,Cancer,Oregon,OR,10,0-69,2005 Fixed,Metropolitan,"2,629","3,037,850","2,606",90,3.4
2015,Cancer,Oregon,OR,10,0-69,2005 Fixed,Nonmetropolitan,722,"563,737",595,130,18
2015,Cancer,Oregon,OR,10,0-69,2010 Fixed,All,"3,351","3,601,587","2,863",488,14.6
2015,Cancer,Oregon,OR,10,0-69,2010 Fixed,Metropolitan,"2,629","3,037,850","2,333",300,11.4
2015,Cancer,Oregon,OR,10,0-69,2010 Fixed,Nonmetropolitan,722,"563,737",530,193,26.7
2015,Cancer,Oregon,OR,10,0-69,Floating,All,"3,351","3,601,587","2,794",557,16.6
2015,Cancer,Oregon,OR,10,0-69,Floating,Metropolitan,"2,629","3,037,850","2,274",356,13.5
2015,Cancer,Oregon,OR,10,0-69,Floating,Nonmetropolitan,722,"563,737",520,202,28
2015,Cancer,Oregon,OR,10,0-74,2005 Fixed,All,"4,542","3,763,207","4,348",214,4.7
2015,Cancer,Oregon,OR,10,0-74,2005 Fixed,Metropolitan,"3,540","3,164,121","3,504",83,2.3
2015,Cancer,Oregon,OR,10,0-74,2005 Fixed,Nonmetropolitan,"1,002","599,086",845,157,15.7
2015,Cancer,Oregon,OR,10,0-74,2010 Fixed,All,"4,542","3,763,207","3,957",586,12.9
2015,Cancer,Oregon,OR,10,0-74,2010 Fixed,Metropolitan,"3,540","3,164,121","3,191",358,10.1
2015,Cancer,Oregon,OR,10,0-74,2010 Fixed,Nonmetropolitan,"1,002","599,086",767,235,23.5
2015,Cancer,Oregon,OR,10,0-74,Floating,All,"4,542","3,763,207","3,638",904,19.9
2015,Cancer,Oregon,OR,10,0-74,Floating,Metropolitan,"3,540","3,164,121","2,933",612,17.3
2015,Cancer,Oregon,OR,10,0-74,Floating,Nonmetropolitan,"1,002","599,086",705,297,29.6
2015,Cancer,Oregon,OR,10,0-79,2005 Fixed,All,"5,601","3,871,096","5,472",157,2.8
2015,Cancer,Oregon,OR,10,0-79,2005 Fixed,Metropolitan,"4,309","3,247,024","4,368",90,2.1
2015,Cancer,Oregon,OR,10,0-79,2005 Fixed,Nonmetropolitan,"1,292","624,072","1,103",192,14.9
2015,Cancer,Oregon,OR,10,0-79,2010 Fixed,All,"5,601","3,871,096","4,928",674,12
2015,Cancer,Oregon,OR,10,0-79,2010 Fixed,Metropolitan,"4,309","3,247,024","3,935",378,8.8
2015,Cancer,Oregon,OR,10,0-79,2010 Fixed,Nonmetropolitan,"1,292","624,072",992,301,23.3
2015,Cancer,Oregon,OR,10,0-79,Floating,All,"5,601","3,871,096","4,669",932,16.6
2015,Cancer,Oregon,OR,10,0-79,Floating,Metropolitan,"4,309","3,247,024","3,729",581,13.5
2015,Cancer,Oregon,OR,10,0-79,Floating,Nonmetropolitan,"1,292","624,072",940,352,27.2
2015,Cancer,Oregon,OR,10,0-84,2005 Fixed,All,"6,627","3,944,648","6,261",386,5.8
2015,Cancer,Oregon,OR,10,0-84,2005 Fixed,Metropolitan,"5,113","3,304,128","4,980",180,3.5
2015,Cancer,Oregon,OR,10,0-84,2005 Fixed,Nonmetropolitan,"1,514","640,520","1,282",232,15.3
2015,Cancer,Oregon,OR,10,0-84,2010 Fixed,All,"6,627","3,944,648","5,818",810,12.2
2015,Cancer,Oregon,OR,10,0-84,2010 Fixed,Metropolitan,"5,113","3,304,128","4,626",495,9.7
2015,Cancer,Oregon,OR,10,0-84,2010 Fixed,Nonmetropolitan,"1,514","640,520","1,192",322,21.3
2015,Cancer,Oregon,OR,10,0-84,Floating,All,"6,627","3,944,648","5,419","1,208",18.2
2015,Cancer,Oregon,OR,10,0-84,Floating,Metropolitan,"5,113","3,304,128","4,307",810,15.8
2015,Cancer,Oregon,OR,10,0-84,Floating,Nonmetropolitan,"1,514","640,520","1,112",402,26.6
2015,Cancer,Pennsylvania,PA,3,0-49,2005 Fixed,All,"1,278","7,898,785","1,089",201,15.7
2015,Cancer,Pennsylvania,PA,3,0-49,2005 Fixed,Metropolitan,"1,125","7,039,223",965,172,15.3
2015,Cancer,Pennsylvania,PA,3,0-49,2005 Fixed,Nonmetropolitan,153,"859,562",123,30,19.6
2015,Cancer,Pennsylvania,PA,3,0-49,2010 Fixed,All,"1,278","7,898,785","1,015",269,21
2015,Cancer,Pennsylvania,PA,3,0-49,2010 Fixed,Metropolitan,"1,125","7,039,223",900,233,20.7
2015,Cancer,Pennsylvania,PA,3,0-49,2010 Fixed,Nonmetropolitan,153,"859,562",115,38,24.8
2015,Cancer,Pennsylvania,PA,3,0-49,Floating,All,"1,278","7,898,785",880,399,31.2
2015,Cancer,Pennsylvania,PA,3,0-49,Floating,Metropolitan,"1,125","7,039,223",780,348,30.9
2015,Cancer,Pennsylvania,PA,3,0-49,Floating,Nonmetropolitan,153,"859,562",100,53,34.6
2015,Cancer,Pennsylvania,PA,3,0-54,2005 Fixed,All,"2,529","8,830,835","2,048",481,19
2015,Cancer,Pennsylvania,PA,3,0-54,2005 Fixed,Metropolitan,"2,221","7,861,233","1,812",410,18.5
2015,Cancer,Pennsylvania,PA,3,0-54,2005 Fixed,Nonmetropolitan,308,"969,602",236,75,24.4
2015,Cancer,Pennsylvania,PA,3,0-54,2010 Fixed,All,"2,529","8,830,835","2,004",525,20.8
2015,Cancer,Pennsylvania,PA,3,0-54,2010 Fixed,Metropolitan,"2,221","7,861,233","1,773",448,20.2
2015,Cancer,Pennsylvania,PA,3,0-54,2010 Fixed,Nonmetropolitan,308,"969,602",231,77,25
2015,Cancer,Pennsylvania,PA,3,0-54,Floating,All,"2,529","8,830,835","1,783",746,29.5
2015,Cancer,Pennsylvania,PA,3,0-54,Floating,Metropolitan,"2,221","7,861,233","1,578",643,29
2015,Cancer,Pennsylvania,PA,3,0-54,Floating,Nonmetropolitan,308,"969,602",206,102,33.1
2015,Cancer,Pennsylvania,PA,3,0-59,2005 Fixed,All,"4,817","9,782,418","3,851",977,20.3
2015,Cancer,Pennsylvania,PA,3,0-59,2005 Fixed,Metropolitan,"4,219","8,697,214","3,397",835,19.8
2015,Cancer,Pennsylvania,PA,3,0-59,2005 Fixed,Nonmetropolitan,598,"1,085,204",454,144,24.1
2015,Cancer,Pennsylvania,PA,3,0-59,2010 Fixed,All,"4,817","9,782,418","3,667","1,156",24
2015,Cancer,Pennsylvania,PA,3,0-59,2010 Fixed,Metropolitan,"4,219","8,697,214","3,234",993,23.5
2015,Cancer,Pennsylvania,PA,3,0-59,2010 Fixed,Nonmetropolitan,598,"1,085,204",433,165,27.6
2015,Cancer,Pennsylvania,PA,3,0-59,Floating,All,"4,817","9,782,418","3,376","1,443",30
2015,Cancer,Pennsylvania,PA,3,0-59,Floating,Metropolitan,"4,219","8,697,214","2,977","1,246",29.5
2015,Cancer,Pennsylvania,PA,3,0-59,Floating,Nonmetropolitan,598,"1,085,204",399,199,33.3
2015,Cancer,Pennsylvania,PA,3,0-64,2005 Fixed,All,"7,769","10,622,715","6,605","1,164",15
2015,Cancer,Pennsylvania,PA,3,0-64,2005 Fixed,Metropolitan,"6,787","9,432,106","5,807",981,14.5
2015,Cancer,Pennsylvania,PA,3,0-64,2005 Fixed,Nonmetropolitan,982,"1,190,609",798,187,19
2015,Cancer,Pennsylvania,PA,3,0-64,2010 Fixed,All,"7,769","10,622,715","6,150","1,619",20.8
2015,Cancer,Pennsylvania,PA,3,0-64,2010 Fixed,Metropolitan,"6,787","9,432,106","5,407","1,380",20.3
2015,Cancer,Pennsylvania,PA,3,0-64,2010 Fixed,Nonmetropolitan,982,"1,190,609",743,239,24.3
2015,Cancer,Pennsylvania,PA,3,0-64,Floating,All,"7,769","10,622,715","5,716","2,053",26.4
2015,Cancer,Pennsylvania,PA,3,0-64,Floating,Metropolitan,"6,787","9,432,106","5,025","1,762",26
2015,Cancer,Pennsylvania,PA,3,0-64,Floating,Nonmetropolitan,982,"1,190,609",691,291,29.6
2015,Cancer,Pennsylvania,PA,3,0-69,2005 Fixed,All,"11,505","11,319,627","10,133","1,383",12
2015,Cancer,Pennsylvania,PA,3,0-69,2005 Fixed,Metropolitan,"10,001","10,037,516","8,874","1,139",11.4
2015,Cancer,Pennsylvania,PA,3,0-69,2005 Fixed,Nonmetropolitan,"1,504","1,282,111","1,259",245,16.3
2015,Cancer,Pennsylvania,PA,3,0-69,2010 Fixed,All,"11,505","11,319,627","9,088","2,422",21.1
2015,Cancer,Pennsylvania,PA,3,0-69,2010 Fixed,Metropolitan,"10,001","10,037,516","7,961","2,047",20.5
2015,Cancer,Pennsylvania,PA,3,0-69,2010 Fixed,Nonmetropolitan,"1,504","1,282,111","1,127",377,25.1
2015,Cancer,Pennsylvania,PA,3,0-69,Floating,All,"11,505","11,319,627","8,854","2,652",23.1
2015,Cancer,Pennsylvania,PA,3,0-69,Floating,Metropolitan,"10,001","10,037,516","7,754","2,251",22.5
2015,Cancer,Pennsylvania,PA,3,0-69,Floating,Nonmetropolitan,"1,504","1,282,111","1,100",404,26.9
2015,Cancer,Pennsylvania,PA,3,0-74,2005 Fixed,All,"15,318","11,819,343","13,683","1,635",10.7
2015,Cancer,Pennsylvania,PA,3,0-74,2005 Fixed,Metropolitan,"13,277","10,468,475","11,937","1,341",10.1
2015,Cancer,Pennsylvania,PA,3,0-74,2005 Fixed,Nonmetropolitan,"2,041","1,350,868","1,746",298,14.6
2015,Cancer,Pennsylvania,PA,3,0-74,2010 Fixed,All,"15,318","11,819,343","12,473","2,845",18.6
2015,Cancer,Pennsylvania,PA,3,0-74,2010 Fixed,Metropolitan,"13,277","10,468,475","10,884","2,393",18
2015,Cancer,Pennsylvania,PA,3,0-74,2010 Fixed,Nonmetropolitan,"2,041","1,350,868","1,589",452,22.1
2015,Cancer,Pennsylvania,PA,3,0-74,Floating,All,"15,318","11,819,343","11,469","3,849",25.1
2015,Cancer,Pennsylvania,PA,3,0-74,Floating,Metropolitan,"13,277","10,468,475","10,008","3,269",24.6
2015,Cancer,Pennsylvania,PA,3,0-74,Floating,Nonmetropolitan,"2,041","1,350,868","1,461",580,28.4
2015,Cancer,Pennsylvania,PA,3,0-79,2005 Fixed,All,"19,101","12,186,046","17,432","1,680",8.8
2015,Cancer,Pennsylvania,PA,3,0-79,2005 Fixed,Metropolitan,"16,528","10,783,576","15,159","1,381",8.4
2015,Cancer,Pennsylvania,PA,3,0-79,2005 Fixed,Nonmetropolitan,"2,573","1,402,470","2,273",300,11.7
2015,Cancer,Pennsylvania,PA,3,0-79,2010 Fixed,All,"19,101","12,186,046","15,725","3,382",17.7
2015,Cancer,Pennsylvania,PA,3,0-79,2010 Fixed,Metropolitan,"16,528","10,783,576","13,676","2,860",17.3
2015,Cancer,Pennsylvania,PA,3,0-79,2010 Fixed,Nonmetropolitan,"2,573","1,402,470","2,049",524,20.4
2015,Cancer,Pennsylvania,PA,3,0-79,Floating,All,"19,101","12,186,046","14,881","4,222",22.1
2015,Cancer,Pennsylvania,PA,3,0-79,Floating,Metropolitan,"16,528","10,783,576","12,943","3,589",21.7
2015,Cancer,Pennsylvania,PA,3,0-79,Floating,Nonmetropolitan,"2,573","1,402,470","1,937",636,24.7
2015,Cancer,Pennsylvania,PA,3,0-84,2005 Fixed,All,"22,897","12,468,675","20,530","2,367",10.3
2015,Cancer,Pennsylvania,PA,3,0-84,2005 Fixed,Metropolitan,"19,779","11,028,499","17,842","1,939",9.8
2015,Cancer,Pennsylvania,PA,3,0-84,2005 Fixed,Nonmetropolitan,"3,118","1,440,176","2,688",433,13.9
2015,Cancer,Pennsylvania,PA,3,0-84,2010 Fixed,All,"22,897","12,468,675","19,133","3,764",16.4
2015,Cancer,Pennsylvania,PA,3,0-84,2010 Fixed,Metropolitan,"19,779","11,028,499","16,628","3,151",15.9
2015,Cancer,Pennsylvania,PA,3,0-84,2010 Fixed,Nonmetropolitan,"3,118","1,440,176","2,505",613,19.7
2015,Cancer,Pennsylvania,PA,3,0-84,Floating,All,"22,897","12,468,675","17,844","5,053",22.1
2015,Cancer,Pennsylvania,PA,3,0-84,Floating,Metropolitan,"19,779","11,028,499","15,506","4,273",21.6
2015,Cancer,Pennsylvania,PA,3,0-84,Floating,Nonmetropolitan,"3,118","1,440,176","2,338",780,25
2015,Cancer,Rhode Island,RI,1,0-49,2005 Fixed,All,94,"662,972",91,7,7.4
2015,Cancer,Rhode Island,RI,1,0-49,2005 Fixed,Metropolitan,94,"662,972",91,7,7.4
2015,Cancer,Rhode Island,RI,1,0-69,2005 Fixed,All,846,"941,098",818,44,5.2
2015,Cancer,Rhode Island,RI,1,0-49,2005 Fixed,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-49,2010 Fixed,All,94,"662,972",85,12,12.8
2015,Cancer,Rhode Island,RI,1,0-49,2010 Fixed,Metropolitan,94,"662,972",85,12,12.8
2015,Cancer,Rhode Island,RI,1,0-49,2010 Fixed,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-49,Floating,All,94,"662,972",74,23,24.5
2015,Cancer,Rhode Island,RI,1,0-49,Floating,Metropolitan,94,"662,972",74,23,24.5
2015,Cancer,Rhode Island,RI,1,0-49,Floating,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-54,2005 Fixed,All,183,"741,497",172,16,8.7
2015,Cancer,Rhode Island,RI,1,0-54,2005 Fixed,Metropolitan,183,"741,497",172,16,8.7
2015,Cancer,Rhode Island,RI,1,0-54,2005 Fixed,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-54,2010 Fixed,All,183,"741,497",169,16,8.7
2015,Cancer,Rhode Island,RI,1,0-54,2010 Fixed,Metropolitan,183,"741,497",169,16,8.7
2015,Cancer,Rhode Island,RI,1,0-54,2010 Fixed,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-54,Floating,All,183,"741,497",150,34,18.6
2015,Cancer,Rhode Island,RI,1,0-54,Floating,Metropolitan,183,"741,497",150,34,18.6
2015,Cancer,Rhode Island,RI,1,0-54,Floating,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-59,2005 Fixed,All,360,"819,338",321,44,12.2
2015,Cancer,Rhode Island,RI,1,0-59,2005 Fixed,Metropolitan,360,"819,338",321,44,12.2
2015,Cancer,Rhode Island,RI,1,0-59,2005 Fixed,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-59,2010 Fixed,All,360,"819,338",305,58,16.1
2015,Cancer,Rhode Island,RI,1,0-59,2010 Fixed,Metropolitan,360,"819,338",305,58,16.1
2015,Cancer,Rhode Island,RI,1,0-59,2010 Fixed,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-59,Floating,All,360,"819,338",281,82,22.8
2015,Cancer,Rhode Island,RI,1,0-59,Floating,Metropolitan,360,"819,338",281,82,22.8
2015,Cancer,Rhode Island,RI,1,0-59,Floating,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-64,2005 Fixed,All,586,"886,322",541,51,8.7
2015,Cancer,Rhode Island,RI,1,0-64,2005 Fixed,Metropolitan,586,"886,322",541,51,8.7
2015,Cancer,Rhode Island,RI,1,0-64,2005 Fixed,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-64,2010 Fixed,All,586,"886,322",504,84,14.3
2015,Cancer,Rhode Island,RI,1,0-64,2010 Fixed,Metropolitan,586,"886,322",504,84,14.3
2015,Cancer,Rhode Island,RI,1,0-64,2010 Fixed,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-64,Floating,All,586,"886,322",468,119,20.3
2015,Cancer,Rhode Island,RI,1,0-64,Floating,Metropolitan,586,"886,322",468,119,20.3
2015,Cancer,Rhode Island,RI,1,0-64,Floating,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-69,2005 Fixed,Metropolitan,846,"941,098",818,44,5.2
2015,Cancer,Rhode Island,RI,1,0-69,2005 Fixed,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-69,2010 Fixed,All,846,"941,098",735,115,13.6
2015,Cancer,Rhode Island,RI,1,0-69,2010 Fixed,Metropolitan,846,"941,098",735,115,13.6
2015,Cancer,Rhode Island,RI,1,0-69,2010 Fixed,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-69,Floating,All,846,"941,098",715,134,15.8
2015,Cancer,Rhode Island,RI,1,0-69,Floating,Metropolitan,846,"941,098",715,134,15.8
2015,Cancer,Rhode Island,RI,1,0-69,Floating,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-74,2005 Fixed,All,"1,158","979,676","1,093",70,6
2015,Cancer,Rhode Island,RI,1,0-74,2005 Fixed,Metropolitan,"1,158","979,676","1,093",70,6
2015,Cancer,Rhode Island,RI,1,0-74,2005 Fixed,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-74,2010 Fixed,All,"1,158","979,676",997,163,14.1
2015,Cancer,Rhode Island,RI,1,0-74,2010 Fixed,Metropolitan,"1,158","979,676",997,163,14.1
2015,Cancer,Rhode Island,RI,1,0-74,2010 Fixed,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-74,Floating,All,"1,158","979,676",917,242,20.9
2015,Cancer,Rhode Island,RI,1,0-74,Floating,Metropolitan,"1,158","979,676",917,242,20.9
2015,Cancer,Rhode Island,RI,1,0-74,Floating,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-79,2005 Fixed,All,"1,436","1,006,735","1,371",81,5.6
2015,Cancer,Rhode Island,RI,1,0-79,2005 Fixed,Metropolitan,"1,436","1,006,735","1,371",81,5.6
2015,Cancer,Rhode Island,RI,1,0-79,2005 Fixed,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-79,2010 Fixed,All,"1,436","1,006,735","1,238",202,14.1
2015,Cancer,Rhode Island,RI,1,0-79,2010 Fixed,Metropolitan,"1,436","1,006,735","1,238",202,14.1
2015,Cancer,Rhode Island,RI,1,0-79,2010 Fixed,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-79,Floating,All,"1,436","1,006,735","1,172",268,18.7
2015,Cancer,Rhode Island,RI,1,0-79,Floating,Metropolitan,"1,436","1,006,735","1,172",268,18.7
2015,Cancer,Rhode Island,RI,1,0-79,Floating,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-84,2005 Fixed,All,"1,739","1,027,885","1,601",143,8.2
2015,Cancer,Rhode Island,RI,1,0-84,2005 Fixed,Metropolitan,"1,739","1,027,885","1,601",143,8.2
2015,Cancer,Rhode Island,RI,1,0-84,2005 Fixed,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-84,2010 Fixed,All,"1,739","1,027,885","1,492",249,14.3
2015,Cancer,Rhode Island,RI,1,0-84,2010 Fixed,Metropolitan,"1,739","1,027,885","1,492",249,14.3
2015,Cancer,Rhode Island,RI,1,0-84,2010 Fixed,Nonmetropolitan,,,,,
2015,Cancer,Rhode Island,RI,1,0-84,Floating,All,"1,739","1,027,885","1,390",350,20.1
2015,Cancer,Rhode Island,RI,1,0-84,Floating,Metropolitan,"1,739","1,027,885","1,390",350,20.1
2015,Cancer,Rhode Island,RI,1,0-84,Floating,Nonmetropolitan,,,,,
2015,Cancer,South Carolina,SC,4,0-49,2005 Fixed,All,546,"3,118,789",421,125,22.9
2015,Cancer,South Carolina,SC,4,0-49,2005 Fixed,Metropolitan,446,"2,669,196",360,86,19.3
2015,Cancer,South Carolina,SC,4,0-49,2005 Fixed,Nonmetropolitan,100,"449,593",61,39,39
2015,Cancer,South Carolina,SC,4,0-49,2010 Fixed,All,546,"3,118,789",392,154,28.2
2015,Cancer,South Carolina,SC,4,0-49,2010 Fixed,Metropolitan,446,"2,669,196",336,110,24.7
2015,Cancer,South Carolina,SC,4,0-49,2010 Fixed,Nonmetropolitan,100,"449,593",57,43,43
